POINTNUMBER;POINTNAME;STATIONNAME;STATIONNAMEABBREVIATED;PUNTOSINTER;NOMBRESINTER
135006;03CTE     TR  02 CORRIENTE;SAN JUANCITO;SJU;2,135006;03CTE     TR  02
135007;03PW      TR  02 POTENCIA ACTIVA;SAN JUANCITO;SJU;2,135007;03PW      TR  02
135008;03PQ      TR  02 POTENCIA REACTIVA;SAN JUANCITO;SJU;2,135008;03PQ      TR  02
135009;13PW      TR  02 POTENCIA ACTIVA;SAN JUANCITO;SJU;2,135009;13PW      TR  02
135010;13PQ      TR  02 POTENCIA REACTIVA;SAN JUANCITO;SJU;2,13501;13PQ      TR  02
135011;03CTE  SAN PEDRO CORRIENTE;SAN JUANCITO;SJU;2,135011;03CTE  SAN PEDRO
135012;13CTE    L  SPE  CORRIENTE;SAN JUANCITO;SJU;2,135012;13CTE    L  SPE 
135013;13CTE    L  PAL  CORRIENTE;SAN JUANCITO;SJU;2,135013;13CTE    L  PAL 
135014;13CTE    L  MIN  CORRIENTE;SAN JUANCITO;SJU;2,135014;13CTE    L  MIN 
135015;13CTE    L  GUE  CORRIENTE;SAN JUANCITO;SJU;2,135015;13CTE    L  GUE 
135016;13PW     L  MIN  POTENCIA ACTIVA;SAN JUANCITO;SJU;2,135016;13PW     L  MIN 
135017;13PW     L  GUE  POTENCIA ACTIVA;SAN JUANCITO;SJU;2,135017;13PW     L  GUE 
135018;13PW     L  PAL  POTENCIA ACTIVA;SAN JUANCITO;SJU;2,135018;13PW     L  PAL 
135019;13PW     L  SPE  POTENCIA ACTIVA;SAN JUANCITO;SJU;2,135019;13PW     L  SPE 
135020;13PQ     L  MIN  POTENCIA REACTIVA;SAN JUANCITO;SJU;2,13502;13PQ     L  MIN 
135021;13PQ     L  GUE  POTENCIA REACTIVA;SAN JUANCITO;SJU;2,135021;13PQ     L  GUE 
135022;13PQ     L  PAL  POTENCIA REACTIVA;SAN JUANCITO;SJU;2,135022;13PQ     L  PAL 
135023;13PQ     L  SPE  POTENCIA REACTIVA;SAN JUANCITO;SJU;2,135023;13PQ     L  SPE 
135024;13TEN     B   P  TENSION;SAN JUANCITO;SJU;2,135024;13TEN     B   P 
135025;03TEN     TR  01 TENSION;SAN JUANCITO;SJU;2,135025;03TEN     TR  01
135026;03CTE    CANADAS CORRIENTE;SAN JUANCITO;SJU;2,135026;03CTE    CANADAS
135027;03CTE     PERICO CORRIENTE;SAN JUANCITO;SJU;2,135027;03CTE     PERICO
135028;13PW      TR  01 POTENCIA ACTIVA;SAN JUANCITO;SJU;2,135028;13PW      TR  01
135029;13PQ      TR  01 POTENCIA REACTIVA;SAN JUANCITO;SJU;2,135029;13PQ      TR  01
135030;03CTE     TR  01 CORRIENTE;SAN JUANCITO;SJU;2,13503;03CTE     TR  01
135033;03TEN     TR  02 TENSION;SAN JUANCITO;SJU;2,135033;03TEN     TR  02
135034;03PW      TR  01 POTENCIA ACTIVA;SAN JUANCITO;SJU;2,135034;03PW      TR  01
135035;03PQ      TR  01 POTENCIA REACTIVA;SAN JUANCITO;SJU;2,135035;03PQ      TR  01
135036;13CTE     TR  01 CORRIENTE;SAN JUANCITO;SJU;2,135036;13CTE     TR  01
135038;13QFAL        ET REACTIVO FALTANTE;SAN JUANCITO;SJU;2,135038;13QFAL        ET
135039;13TEN     B   T  TENSION;SAN JUANCITO;SJU;2,135039;13TEN     B   T 
135040;03TEN     B   A  TENSION;SAN JUANCITO;SJU;2,13504;03TEN     B   A 
135041;03TEN     B   B  TENSION;SAN JUANCITO;SJU;2,135041;03TEN     B   B 
135042;50TEN     B   1  TENSION;SAN JUANCITO;SJU;2,135042;50TEN     B   1 
135043;50TEN     B   2  TENSION;SAN JUANCITO;SJU;2,135043;50TEN     B   2 
135044;13TEN     B   P  TENSION TRANSENER;SAN JUANCITO;SJU;2,135044;13TEN     B   P 
135045;13TEN     B   T  TENSION TRANSENER;SAN JUANCITO;SJU;2,135045;13TEN     B   T 
136000;01CTE CHANCHILLO CORRIENTE;PALPALA;PAL;2,136;01CTE CHANCHILLO
136001;01CTE     CP  01 CORRIENTE;PALPALA;PAL;2,136001;01CTE     CP  01
136002;01CTE 25 DE MAYO CORRIENTE;PALPALA;PAL;2,136002;01CTE 25 DE MAYO
136003;01CTE    FLORIDA CORRIENTE;PALPALA;PAL;2,136003;01CTE    FLORIDA
136004;01CTE     GUEMES CORRIENTE;PALPALA;PAL;2,136004;01CTE     GUEMES
136005;03PQ       ZAPLA POTENCIA REACTIVA;PALPALA;PAL;2,136005;03PQ       ZAPLA
136006;01PW      TG  22 POTENCIA ACTIVA;PALPALA;PAL;2,136006;01PW      TG  22
136007;01PQ      TG  22 POTENCIA REACTIVA;PALPALA;PAL;2,136007;01PQ      TG  22
136008;13PW     L  SJU  POTENCIA ACTIVA;PALPALA;PAL;2,136008;13PW     L  SJU 
136009;13PQ     L  SJU  POTENCIA REACTIVA;PALPALA;PAL;2,136009;13PQ     L  SJU 
136010;13CTE    L  SJU  CORRIENTE;PALPALA;PAL;2,13601;13CTE    L  SJU 
136011;13PW     L  JES  POTENCIA ACTIVA;PALPALA;PAL;2,136011;13PW     L  JES 
136012;13PQ     L  JES  POTENCIA REACTIVA;PALPALA;PAL;2,136012;13PQ     L  JES 
136013;13CTE    L  JES  CORRIENTE;PALPALA;PAL;2,136013;13CTE    L  JES 
136014;13PW      TR  01 POTENCIA ACTIVA;PALPALA;PAL;2,136014;13PW      TR  01
136015;13PQ      TR  01 POTENCIA REACTIVA;PALPALA;PAL;2,136015;13PQ      TR  01
136016;13CTE     TR  01 CORRIENTE;PALPALA;PAL;2,136016;13CTE     TR  01
136017;01PW      TR  02 POTENCIA ACTIVA;PALPALA;PAL;2,136017;01PW      TR  02
136018;01PQ      TR  02 POTENCIA REACTIVA;PALPALA;PAL;2,136018;01PQ      TR  02
136019;01CTE     TR  02 CORRIENTE;PALPALA;PAL;2,136019;01CTE     TR  02
136020;03PW      TR  01 POTENCIA ACTIVA;PALPALA;PAL;2,13602;03PW      TR  01
136021;03PQ      TR  01 POTENCIA REACTIVA;PALPALA;PAL;2,136021;03PQ      TR  01
136022;03CTE     TR  01 CORRIENTE;PALPALA;PAL;2,136022;03CTE     TR  01
136024;13PW      TR  02 POTENCIA ACTIVA;PALPALA;PAL;2,136024;13PW      TR  02
136025;13PQ      TR  02 POTENCIA REACTIVA;PALPALA;PAL;2,136025;13PQ      TR  02
136026;13CTE     TR  02 CORRIENTE;PALPALA;PAL;2,136026;13CTE     TR  02
136027;03PW      TR  02 POTENCIA ACTIVA;PALPALA;PAL;2,136027;03PW      TR  02
136028;03PQ      TR  02 POTENCIA REACTIVA;PALPALA;PAL;2,136028;03PQ      TR  02
136029;03CTE     TR  02 CORRIENTE;PALPALA;PAL;2,136029;03CTE     TR  02
136031;13TEN     B   P  TENSION;PALPALA;PAL;2,136031;13TEN     B   P 
136032;D        RESERVA CORRIENTE;PALPALA;PAL;2,136032;D        RESERVA
136033;03TEN     TR  01 TENSION;PALPALA;PAL;2,136033;03TEN     TR  01
136034;03TEN     TR  02 TENSION;PALPALA;PAL;2,136034;03TEN     TR  02
136035;01TEN     TR  01 TENSION;PALPALA;PAL;2,136035;01TEN     TR  01
136036;01TEN     TR  02 TENSION;PALPALA;PAL;2,136036;01TEN     TR  02
136037;01CTE     TR  01 CORRIENTE;PALPALA;PAL;2,136037;01CTE     TR  01
136038;03CTE   CELULOSA CORRIENTE;PALPALA;PAL;2,136038;03CTE   CELULOSA
136039;03PW       ZAPLA POTENCIA ACTIVA;PALPALA;PAL;2,136039;03PW       ZAPLA
136040;03CTE METALURGIC CORRIENTE;PALPALA;PAL;2,13604;03CTE METALURGIC
136041;01PW      TR  01 POTENCIA ACTIVA;PALPALA;PAL;2,136041;01PW      TR  01
136042;01PQ      TR  01 POTENCIA REACTIVA;PALPALA;PAL;2,136042;01PQ      TR  01
136043;13CTE    AC  A B CORRIENTE;PALPALA;PAL;2,136043;13CTE    AC  A B
136044;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;PALPALA;PAL;2,136044;77DEM PW      ET
136045;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;PALPALA;PAL;2,136045;77DEM PQ      ET
136047;13QFAL        ET REACTIVO FALTANTE;PALPALA;PAL;2,136047;13QFAL        ET
136048;01CTE     NE  01 CORRIENTE;PALPALA;PAL;2,136048;01CTE     NE  01
136049;13TEN     B   T  TENSION;PALPALA;PAL;2,136049;13TEN     B   T 
136050;03TEN     B   A  TENSION;PALPALA;PAL;2,13605;03TEN     B   A 
136051;03TEN     B   B  TENSION;PALPALA;PAL;2,136051;03TEN     B   B 
136052;01TEN     B   A  TENSION;PALPALA;PAL;2,136052;01TEN     B   A 
136053;01TEN     B   B  TENSION;PALPALA;PAL;2,136053;01TEN     B   B 
137000;13CTE    L  JES  CORRIENTE;JUJUY SUR;JSU;2,137;13CTE    L  JES 
137001;13PW     L  JES  POTENCIA ACTIVA;JUJUY SUR;JSU;2,137001;13PW     L  JES 
137002;13PQ     L  JES  POTENCIA REACTIVA;JUJUY SUR;JSU;2,137002;13PQ     L  JES 
137003;13DIS FA L  JES  DISTANCIA DE FALLA EN KM;JUJUY SUR;JSU;2,137003;13DIS FA L  JES 
137004;13CTE    L  LMA  CORRIENTE;JUJUY SUR;JSU;2,137004;13CTE    L  LMA 
137005;13PW     L  LMA  POTENCIA ACTIVA;JUJUY SUR;JSU;2,137005;13PW     L  LMA 
137006;13PQ     L  LMA  POTENCIA REACTIVA;JUJUY SUR;JSU;2,137006;13PQ     L  LMA 
137007;13DIS FA L  LMA  DISTANCIA DE FALLA EN KM;JUJUY SUR;JSU;2,137007;13DIS FA L  LMA 
137008;01TEN     B   A  TENSION;JUJUY SUR;JSU;2,137008;01TEN     B   A 
137009;01TEN     B   B  TENSION;JUJUY SUR;JSU;2,137009;01TEN     B   B 
137010;13FRE    SISTEMA FRECUENCIA;JUJUY SUR;JSU;2,13701;13FRE    SISTEMA
137011;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;JUJUY SUR;JSU;2,137011;77DEM PW      ET
137012;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;JUJUY SUR;JSU;2,137012;77DEM PQ      ET
137013;13TEN     B   P  TENSION;JUJUY SUR;JSU;2,137013;13TEN     B   P 
137014;13CTE     TR  01 CORRIENTE;JUJUY SUR;JSU;2,137014;13CTE     TR  01
137015;13PW      TR  01 POTENCIA ACTIVA;JUJUY SUR;JSU;2,137015;13PW      TR  01
137016;13PQ      TR  01 POTENCIA REACTIVA;JUJUY SUR;JSU;2,137016;13PQ      TR  01
137017;03CTE     TR  01 CORRIENTE;JUJUY SUR;JSU;2,137017;03CTE     TR  01
137018;03PW      TR  01 POTENCIA ACTIVA;JUJUY SUR;JSU;2,137018;03PW      TR  01
137019;03PQ      TR  01 POTENCIA REACTIVA;JUJUY SUR;JSU;2,137019;03PQ      TR  01
137020;01CTE     TR  01 CORRIENTE;JUJUY SUR;JSU;2,13702;01CTE     TR  01
137021;01PW      TR  01 POTENCIA ACTIVA;JUJUY SUR;JSU;2,137021;01PW      TR  01
137022;01PQ      TR  01 POTENCIA REACTIVA;JUJUY SUR;JSU;2,137022;01PQ      TR  01
137024;13CTE     TR  02 CORRIENTE;JUJUY SUR;JSU;2,137024;13CTE     TR  02
137025;13PW      TR  02 POTENCIA ACTIVA;JUJUY SUR;JSU;2,137025;13PW      TR  02
137026;13PQ      TR  02 POTENCIA REACTIVA;JUJUY SUR;JSU;2,137026;13PQ      TR  02
137027;03CTE     TR  02 CORRIENTE;JUJUY SUR;JSU;2,137027;03CTE     TR  02
137028;03PW      TR  02 POTENCIA ACTIVA;JUJUY SUR;JSU;2,137028;03PW      TR  02
137029;03PQ      TR  02 POTENCIA REACTIVA;JUJUY SUR;JSU;2,137029;03PQ      TR  02
137030;01CTE     TR  02 CORRIENTE;JUJUY SUR;JSU;2,13703;01CTE     TR  02
137031;01PW      TR  02 POTENCIA ACTIVA;JUJUY SUR;JSU;2,137031;01PW      TR  02
137032;01PQ      TR  02 POTENCIA REACTIVA;JUJUY SUR;JSU;2,137032;01PQ      TR  02
137034;03CTE       ESTE CORRIENTE;JUJUY SUR;JSU;2,137034;03CTE       ESTE
137035;03CTE S SALVADOR CORRIENTE;JUJUY SUR;JSU;2,137035;03CTE S SALVADOR
137037;03CTE    L  REY  CORRIENTE;JUJUY SUR;JSU;2,137037;03CTE    L  REY 
137038;03PW     L  REY  POTENCIA ACTIVA;JUJUY SUR;JSU;2,137038;03PW     L  REY 
137039;03PQ     L  REY  POTENCIA REACTIVA;JUJUY SUR;JSU;2,137039;03PQ     L  REY 
137040;03TEN     B   A  TENSION;JUJUY SUR;JSU;2,13704;03TEN     B   A 
137041;03TEN     B   B  TENSION;JUJUY SUR;JSU;2,137041;03TEN     B   B 
137042;01CTE     CUYAYA CORRIENTE;JUJUY SUR;JSU;2,137042;01CTE     CUYAYA
137043;01CTE     MORENO CORRIENTE;JUJUY SUR;JSU;2,137043;01CTE     MORENO
137044;01CTE CASTENIEDA CORRIENTE;JUJUY SUR;JSU;2,137044;01CTE CASTENIEDA
137045;01CTE    GORRITI CORRIENTE;JUJUY SUR;JSU;2,137045;01CTE    GORRITI
137046;01CTE LOS ALISOS CORRIENTE;JUJUY SUR;JSU;2,137046;01CTE LOS ALISOS
137047;01CTE      LUJAN CORRIENTE;JUJUY SUR;JSU;2,137047;01CTE      LUJAN
137048;01CTE   AZOPARDO CORRIENTE;JUJUY SUR;JSU;2,137048;01CTE   AZOPARDO
137049;01CTE SANTA RITA CORRIENTE;JUJUY SUR;JSU;2,137049;01CTE SANTA RITA
137050;01CTE    RESERVA CORRIENTE;JUJUY SUR;JSU;2,13705;01CTE    RESERVA
137053;13QFAL        ET REACTIVO FALTANTE;JUJUY SUR;JSU;2,137053;13QFAL        ET
137060;03PW     G1  REY POTENCIA ACTIVA;JUJUY SUR;JSU;2,13706;03PW     G1  REY
137061;03PQ     G1  REY POTENCIA REACTIVA;JUJUY SUR;JSU;2,137061;03PQ     G1  REY
137062;03PW     G2  REY POTENCIA ACTIVA;JUJUY SUR;JSU;2,137062;03PW     G2  REY
137063;03PQ     G2  REY POTENCIA REACTIVA;JUJUY SUR;JSU;2,137063;03PQ     G2  REY
137064;03GEN PW      ET POTENCIA ACTIVA;JUJUY SUR;JSU;2,137064;03GEN PW      ET
137065;03GEN PQ      ET POTENCIA REACTIVA;JUJUY SUR;JSU;2,137065;03GEN PQ      ET
137066;13TEN     B   T  TENSION;JUJUY SUR;JSU;2,137066;13TEN     B   T 
138000;13PW     L1 GUE  POTENCIA ACTIVA;COBOS;COB;2,138;13PW     L1 GUE 
138001;13PQ     L1 GUE  POTENCIA REACTIVA;COBOS;COB;2,138001;13PQ     L1 GUE 
138002;13CTE    L1 GUE  CORRIENTE;COBOS;COB;2,138002;13CTE    L1 GUE 
138003;13TEN    L1 GUE  TENSION;COBOS;COB;2,138003;13TEN    L1 GUE 
138004;13PW     L2 GUE  POTENCIA ACTIVA;COBOS;COB;2,138004;13PW     L2 GUE 
138005;13PQ     L2 GUE  POTENCIA REACTIVA;COBOS;COB;2,138005;13PQ     L2 GUE 
138006;13CTE    L2 GUE  CORRIENTE;COBOS;COB;2,138006;13CTE    L2 GUE 
138007;13TEN    L2 GUE  TENSION;COBOS;COB;2,138007;13TEN    L2 GUE 
138008;13PW     L  MET  POTENCIA ACTIVA;COBOS;COB;2,138008;13PW     L  MET 
138009;13PQ     L  MET  POTENCIA REACTIVA;COBOS;COB;2,138009;13PQ     L  MET 
138010;13CTE    L  MET  CORRIENTE;COBOS;COB;2,13801;13CTE    L  MET 
138011;13TEN    L  MET  TENSION;COBOS;COB;2,138011;13TEN    L  MET 
138012;13PW     L  ROS  POTENCIA ACTIVA;COBOS;COB;2,138012;13PW     L  ROS 
138013;13PQ     L  ROS  POTENCIA REACTIVA;COBOS;COB;2,138013;13PQ     L  ROS 
138014;13CTE    L  ROS  CORRIENTE;COBOS;COB;2,138014;13CTE    L  ROS 
138015;13TEN    L  ROS  TENSION;COBOS;COB;2,138015;13TEN    L  ROS 
138016;13CTE    AC  A B CORRIENTE;COBOS;COB;2,138016;13CTE    AC  A B
138017;13TEN    B   A   TENSION;COBOS;COB;2,138017;13TEN    B   A  
138018;13TEN    B   B   TENSION;COBOS;COB;2,138018;13TEN    B   B  
138019;13PW      TR  01 POTENCIA ACTIVA;COBOS;COB;2,138019;13PW      TR  01
138020;13PQ      TR  01 POTENCIA REACTIVA;COBOS;COB;2,13802;13PQ      TR  01
138021;13CTE     TR  01 CORRIENTE;COBOS;COB;2,138021;13CTE     TR  01
138022;13TEN     TR  01 TENSION;COBOS;COB;2,138022;13TEN     TR  01
138023;13DIS FA L1 GUE  DISTANCIA DE FALLA EN KM;COBOS;COB;2,138023;13DIS FA L1 GUE 
138024;13DIS FA L2 GUE  DISTANCIA DE FALLA EN KM;COBOS;COB;2,138024;13DIS FA L2 GUE 
138025;13DIS FA L  MET  DISTANCIA DE FALLA EN KM;COBOS;COB;2,138025;13DIS FA L  MET 
138026;13DIS FA L  ROS  DISTANCIA DE FALLA EN KM;COBOS;COB;2,138026;13DIS FA L  ROS 
138027;13PW     L  SES  POTENCIA ACTIVA;COBOS;COB;2,138027;13PW     L  SES 
138028;13PQ     L  SES  POTENCIA REACTIVA;COBOS;COB;2,138028;13PQ     L  SES 
138029;13CTE    L  SES  CORRIENTE;COBOS;COB;2,138029;13CTE    L  SES 
138030;13TEN    L  SES  TENSION;COBOS;COB;2,13803;13TEN    L  SES 
138031;13DIS FA L  SES  DISTANCIA DE FALLA EN KM;COBOS;COB;2,138031;13DIS FA L  SES 
139000;13PW     L  CCO  POTENCIA ACTIVA;SALTA ESTE;SES;2,139;13PW     L  CCO 
139001;13PQ     L  CCO  POTENCIA REACTIVA;SALTA ESTE;SES;2,139001;13PQ     L  CCO 
139002;13CTE    L  CCO  CORRIENTE;SALTA ESTE;SES;2,139002;13CTE    L  CCO 
139003;13PW     L  SSU  POTENCIA ACTIVA;SALTA ESTE;SES;2,139003;13PW     L  SSU 
139004;13PQ     L  SSU  POTENCIA REACTIVA;SALTA ESTE;SES;2,139004;13PQ     L  SSU 
139005;13CTE    L  SSU  CORRIENTE;SALTA ESTE;SES;2,139005;13CTE    L  SSU 
139006;13PW      TR  01 POTENCIA ACTIVA;SALTA ESTE;SES;2,139006;13PW      TR  01
139007;13PQ      TR  01 POTENCIA REACTIVA;SALTA ESTE;SES;2,139007;13PQ      TR  01
139008;13CTE     TR  01 CORRIENTE;SALTA ESTE;SES;2,139008;13CTE     TR  01
139009;01PW      TR  01 POTENCIA ACTIVA;SALTA ESTE;SES;2,139009;01PW      TR  01
139010;01PQ      TR  01 POTENCIA REACTIVA;SALTA ESTE;SES;2,13901;01PQ      TR  01
139011;01CTE     TR  01 CORRIENTE;SALTA ESTE;SES;2,139011;01CTE     TR  01
139013;13TEN    B   A   TENSION;SALTA ESTE;SES;2,139013;13TEN    B   A  
139014;01TEN     TR  01 TENSION;SALTA ESTE;SES;2,139014;01TEN     TR  01
139015;13PW      TR  02 POTENCIA ACTIVA;SALTA ESTE;SES;2,139015;13PW      TR  02
139016;13PQ      TR  02 POTENCIA REACTIVA;SALTA ESTE;SES;2,139016;13PQ      TR  02
139017;13CTE     TR  02 CORRIENTE;SALTA ESTE;SES;2,139017;13CTE     TR  02
139019;03PW      TR  02 POTENCIA ACTIVA;SALTA ESTE;SES;2,139019;03PW      TR  02
139020;03PQ      TR  02 POTENCIA REACTIVA;SALTA ESTE;SES;2,13902;03PQ      TR  02
139021;03CTE     TR  02 CORRIENTE;SALTA ESTE;SES;2,139021;03CTE     TR  02
139022;03TEN     TR  02 TENSION;SALTA ESTE;SES;2,139022;03TEN     TR  02
139023;01PW      TR  02 POTENCIA ACTIVA;SALTA ESTE;SES;2,139023;01PW      TR  02
139024;01PQ      TR  02 POTENCIA REACTIVA;SALTA ESTE;SES;2,139024;01PQ      TR  02
139025;01CTE     TR  02 CORRIENTE;SALTA ESTE;SES;2,139025;01CTE     TR  02
139026;01TEN     TR  02 TENSION;SALTA ESTE;SES;2,139026;01TEN     TR  02
139027;03PW      TR  01 POTENCIA ACTIVA;SALTA ESTE;SES;2,139027;03PW      TR  01
139028;03PQ      TR  01 POTENCIA REACTIVA;SALTA ESTE;SES;2,139028;03PQ      TR  01
139029;03CTE     TR  01 CORRIENTE;SALTA ESTE;SES;2,139029;03CTE     TR  01
139030;03TEN     TR  01 TENSION;SALTA ESTE;SES;2,13903;03TEN     TR  01
139031;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;SALTA ESTE;SES;2,139031;77DEM PW      ET
139032;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;SALTA ESTE;SES;2,139032;77DEM PQ      ET
139033;13DIS FA  L SSU  DISTANCIA DE FALLA EN KM;SALTA ESTE;SES;2,139033;13DIS FA  L SSU 
139034;13DIS FA  L CCO  DISTANCIA DE FALLA EN KM;SALTA ESTE;SES;2,139034;13DIS FA  L CCO 
139035;13PW     L  COB  POTENCIA ACTIVA;SALTA ESTE;SES;2,139035;13PW     L  COB 
139036;13QFAL        ET REACTIVO FALTANTE;SALTA ESTE;SES;2,139036;13QFAL        ET
139037;13PQ     L  COB  POTENCIA REACTIVA;SALTA ESTE;SES;2,139037;13PQ     L  COB 
139038;13CTE    L  COB  CORRIENTE;SALTA ESTE;SES;2,139038;13CTE    L  COB 
139039;13TEN    L  COB  TENSION;SALTA ESTE;SES;2,139039;13TEN    L  COB 
139040;13DIS FA C2884L  COB  DISTANCIA DE FALLA EN KM;SALTA ESTE;SES;2,13904;13DIS FA C2884L 
139041;13TEN    B   A   TENSION APP;SALTA ESTE;SES;2,139041;13TEN    B   A  
139042;03TEN    B   A   TENSION;SALTA ESTE;SES;2,139042;03TEN    B   A  
139043;03TEN    B   B   TENSION;SALTA ESTE;SES;2,139043;03TEN    B   B  
139044;01TEN    B   A   TENSION;SALTA ESTE;SES;2,139044;01TEN    B   A  
139045;01TEN    B   B   TENSION;SALTA ESTE;SES;2,139045;01TEN    B   B  
140000;13PW     L  SNO  POTENCIA ACTIVA;GUEMES;GUE;2,14;13PW     L  SNO 
140001;13PQ     L  SNO  POTENCIA REACTIVA;GUEMES;GUE;2,140001;13PQ     L  SNO 
140002;13CTE    L  SNO  CORRIENTE;GUEMES;GUE;2,140002;13CTE    L  SNO 
140003;13TEN    L  SNO  TENSION;GUEMES;GUE;2,140003;13TEN    L  SNO 
140004;13PW     L  PIN  POTENCIA ACTIVA;GUEMES;GUE;2,140004;13PW     L  PIN 
140005;13PQ     L  PIN  POTENCIA REACTIVA;GUEMES;GUE;2,140005;13PQ     L  PIN 
140006;13CTE    L  PIN  CORRIENTE;GUEMES;GUE;2,140006;13CTE    L  PIN 
140007;13TEN    L  PIN  TENSION;GUEMES;GUE;2,140007;13TEN    L  PIN 
140008;13TEN    L  LMA  TENSION;GUEMES;GUE;2,140008;13TEN    L  LMA 
140009;13CTE    L  LMA  CORRIENTE;GUEMES;GUE;2,140009;13CTE    L  LMA 
140010;13TEN    L2 COB  TENSION;GUEMES;GUE;2,14001;13TEN    L2 COB 
140011;13TEN    L1 COB  TENSION;GUEMES;GUE;2,140011;13TEN    L1 COB 
140012;13TEN    L  SJU  TENSION;GUEMES;GUE;2,140012;13TEN    L  SJU 
140013;13TEN    L  MIN  TENSION;GUEMES;GUE;2,140013;13TEN    L  MIN 
140015;01CTE   T. ANDES CORRIENTE;GUEMES;GUE;2,140015;01CTE   T. ANDES
140016;01CTE   LA BANDA CORRIENTE;GUEMES;GUE;2,140016;01CTE   LA BANDA
140017;01CTE     GUEMES CORRIENTE;GUEMES;GUE;2,140017;01CTE     GUEMES
140018;01CTE SAN IDISRO CORRIENTE;GUEMES;GUE;2,140018;01CTE SAN IDISRO
140019;13PW     L2 COB  POTENCIA ACTIVA;GUEMES;GUE;2,140019;13PW     L2 COB 
140020;13PQ     L2 COB  POTENCIA REACTIVA;GUEMES;GUE;2,14002;13PQ     L2 COB 
140021;13CTE    L2 COB  CORRIENTE;GUEMES;GUE;2,140021;13CTE    L2 COB 
140022;13PW     L1 COB  POTENCIA ACTIVA;GUEMES;GUE;2,140022;13PW     L1 COB 
140023;13PQ     L1 COB  POTENCIA REACTIVA;GUEMES;GUE;2,140023;13PQ     L1 COB 
140024;13CTE    L1 COB  CORRIENTE;GUEMES;GUE;2,140024;13CTE    L1 COB 
140025;13PW     L  MIN  POTENCIA ACTIVA;GUEMES;GUE;2,140025;13PW     L  MIN 
140026;13PQ     L  MIN  POTENCIA REACTIVA;GUEMES;GUE;2,140026;13PQ     L  MIN 
140027;13CTE    L  MIN  CORRIENTE;GUEMES;GUE;2,140027;13CTE    L  MIN 
140028;13PW     L  SJU  POTENCIA ACTIVA;GUEMES;GUE;2,140028;13PW     L  SJU 
140029;13PQ     L  SJU  POTENCIA REACTIVA;GUEMES;GUE;2,140029;13PQ     L  SJU 
140030;13CTE    L  SJU  CORRIENTE;GUEMES;GUE;2,14003;13CTE    L  SJU 
140031;13PW      TR  04 POTENCIA ACTIVA;GUEMES;GUE;2,140031;13PW      TR  04
140032;13PQ      TR  04 POTENCIA REACTIVA;GUEMES;GUE;2,140032;13PQ      TR  04
140033;01PW      TR  04 POTENCIA ACTIVA;GUEMES;GUE;2,140033;01PW      TR  04
140034;01PQ      TR  04 POTENCIA REACTIVA;GUEMES;GUE;2,140034;01PQ      TR  04
140035;01CTE     TR  04 CORRIENTE;GUEMES;GUE;2,140035;01CTE     TR  04
140037;13PW      TR  05 POTENCIA ACTIVA;GUEMES;GUE;2,140037;13PW      TR  05
140038;13PQ      TR  05 POTENCIA REACTIVA;GUEMES;GUE;2,140038;13PQ      TR  05
140039;01PW      TR  05 POTENCIA ACTIVA;GUEMES;GUE;2,140039;01PW      TR  05
140040;01PQ      TR  05 POTENCIA REACTIVA;GUEMES;GUE;2,14004;01PQ      TR  05
140041;01CTE     TR  05 CORRIENTE;GUEMES;GUE;2,140041;01CTE     TR  05
140043;13PW     L  LMA  POTENCIA ACTIVA;GUEMES;GUE;2,140043;13PW     L  LMA 
140044;13PQ     L  LMA  POTENCIA REACTIVA;GUEMES;GUE;2,140044;13PQ     L  LMA 
140045;01TEN    B   A   TENSION;GUEMES;GUE;2,140045;01TEN    B   A  
140046;01TEN    B   B   TENSION;GUEMES;GUE;2,140046;01TEN    B   B  
140047;13CTE    AC  A B CORRIENTE;GUEMES;GUE;2,140047;13CTE    AC  A B
140048;01CTE  C.FEDERAL CORRIENTE;GUEMES;GUE;2,140048;01CTE  C.FEDERAL
140049;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;GUEMES;GUE;2,140049;77DEM PW      ET
140050;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;GUEMES;GUE;2,14005;77DEM PQ      ET
140051;13CTE     TR  04 CORRIENTE;GUEMES;GUE;2,140051;13CTE     TR  04
140052;13CTE     TR  05 CORRIENTE;GUEMES;GUE;2,140052;13CTE     TR  05
140054;13QFAL        ET REACTIVO FALTANTE;GUEMES;GUE;2,140054;13QFAL        ET
140059;01GEN PW      ET POTENCIA ACTIVA TOTAL;GUEMES;GUE;2,140059;01GEN PW      ET
140060;01GEN PW      ET POTENCIA REACTIVA TOTAL;GUEMES;GUE;2,14006;01GEN PW      ET
140061;13TEN   B   A    TENSION;GUEMES;GUE;2,140061;13TEN   B   A   
140062;13TEN   B   B    TENSION;GUEMES;GUE;2,140062;13TEN   B   B   
141000;01PW      TR  07 POTENCIA ACTIVA;SALTA SUR;SSU;2,141;01PW      TR  07
