POINTNUMBER;POINTNAME;STATIONNAME;STATIONNAMEABBREVIATED;PUNTOSINTER;NOMBRESINTER
102006;01CTE    URQUIZA CORRIENTE;TUCUMAN NORTE;TUN;2,102006;01CTE    URQUIZA
102007;01CTE     TR  01 CORRIENTE;TUCUMAN NORTE;TUN;2,102007;01CTE     TR  01
102008;01CTE   MOTOROLA CORRIENTE;TUCUMAN NORTE;TUN;2,102008;01CTE   MOTOROLA
102009;01CTE     TR  02 CORRIENTE;TUCUMAN NORTE;TUN;2,102009;01CTE     TR  02
102010;01CTE    LOMAS 3 CORRIENTE;TUCUMAN NORTE;TUN;2,10201;01CTE    LOMAS 3
102011;01CTE  LOMAS 1:2 CORRIENTE;TUCUMAN NORTE;TUN;2,102011;01CTE  LOMAS 1:2
102012;01CTE     RUTA 9 CORRIENTE;TUCUMAN NORTE;TUN;2,102012;01CTE     RUTA 9
102013;01CTE TAFI VIEJO CORRIENTE;TUCUMAN NORTE;TUN;2,102013;01CTE TAFI VIEJO
102014;03CTE TAFI VIEJO CORRIENTE;TUCUMAN NORTE;TUN;2,102014;03CTE TAFI VIEJO
102015;03CTE    TRANCAS CORRIENTE;TUCUMAN NORTE;TUN;2,102015;03CTE    TRANCAS
102016;03CTE   EL TIMBO CORRIENTE;TUCUMAN NORTE;TUN;2,102016;03CTE   EL TIMBO
102017;03CTE    C. POZO CORRIENTE;TUCUMAN NORTE;TUN;2,102017;03CTE    C. POZO
102018;13TEN    L2  CPO  TENSION;TUCUMAN NORTE;TUN;2,102018;13TEN    L2  CPO
102019;01CTE    HEREDIA CORRIENTE;TUCUMAN NORTE;TUN;2,102019;01CTE    HEREDIA
102020;01CTE   SALVADOR CORRIENTE;TUCUMAN NORTE;TUN;2,10202;01CTE   SALVADOR
102021;01CTE     MORENO CORRIENTE;TUCUMAN NORTE;TUN;2,102021;01CTE     MORENO
102022;13CTE    OF SAR  CORRIENTE;TUCUMAN NORTE;TUN;2,102022;13CTE    OF SAR 
102023;13CTE    L1 CPO  CORRIENTE;TUCUMAN NORTE;TUN;2,102023;13CTE    L1 CPO 
102024;13CTE    L2 CPO  CORRIENTE;TUCUMAN NORTE;TUN;2,102024;13CTE    L2 CPO 
102025;13CTE    L  TOE  CORRIENTE;TUCUMAN NORTE;TUN;2,102025;13CTE    L  TOE 
102026;13CTE    L  CAD  CORRIENTE;TUCUMAN NORTE;TUN;2,102026;13CTE    L  CAD 
102027;13CTE    L  MET  CORRIENTE;TUCUMAN NORTE;TUN;2,102027;13CTE    L  MET 
102028;13CTE    L  TRA  CORRIENTE;TUCUMAN NORTE;TUN;2,102028;13CTE    L  TRA 
102029;13PW     L2 CPO  POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102029;13PW     L2 CPO 
102030;13PW     L1 CPO  POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,10203;13PW     L1 CPO 
102031;13PW     L  TOE  POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102031;13PW     L  TOE 
102032;13PW     L  TRA  POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102032;13PW     L  TRA 
102033;13PW     L  MET  POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102033;13PW     L  MET 
102034;13PW     L  CAD  POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102034;13PW     L  CAD 
102035;13PW     OF SAR  POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102035;13PW     OF SAR 
102036;13PQ     L2 CPO  POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102036;13PQ     L2 CPO 
102037;13PQ     L1 CPO  POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102037;13PQ     L1 CPO 
102038;13PQ     L  TOE  POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102038;13PQ     L  TOE 
102039;13PQ     L  TRA  POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102039;13PQ     L  TRA 
102040;13PQ     L  MET  POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,10204;13PQ     L  MET 
102041;13PQ     L  CAD  POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102041;13PQ     L  CAD 
102042;13PQ     OF SAR  POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102042;13PQ     OF SAR 
102043;13CTE    AC  A B CORRIENTE;TUCUMAN NORTE;TUN;2,102043;13CTE    AC  A B
102044;03CTE    AC   01 CORRIENTE;TUCUMAN NORTE;TUN;2,102044;03CTE    AC   01
102045;13TEN    L  TOE  TENSION;TUCUMAN NORTE;TUN;2,102045;13TEN    L  TOE 
102046;13PW      TR  01 POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102046;13PW      TR  01
102047;13PW      TR  02 POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102047;13PW      TR  02
102048;13PQ      TR  01 POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102048;13PQ      TR  01
102049;13PQ      TR  02 POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102049;13PQ      TR  02
102052;03CTE     TR  01 CORRIENTE;TUCUMAN NORTE;TUN;2,102052;03CTE     TR  01
102053;03CTE     TR  03 CORRIENTE;TUCUMAN NORTE;TUN;2,102053;03CTE     TR  03
102054;01PW      TR  01 POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102054;01PW      TR  01
102055;01PW      TR  02 POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102055;01PW      TR  02
102056;01PQ      TR  01 POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102056;01PQ      TR  01
102057;01PQ      TR  02 POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102057;01PQ      TR  02
102058;01TEN     TR  01 TENSION;TUCUMAN NORTE;TUN;2,102058;01TEN     TR  01
102059;01TEN     TR  02 TENSION;TUCUMAN NORTE;TUN;2,102059;01TEN     TR  02
102060;03TEN    B   A   TENSION;TUCUMAN NORTE;TUN;2,10206;03TEN    B   A  
102061;03TEN    B   B   TENSION;TUCUMAN NORTE;TUN;2,102061;03TEN    B   B  
102062;13TEN    B       TENSION;TUCUMAN NORTE;TUN;2,102062;13TEN    B      
102063;13TEN    L  CPO  TENSION;TUCUMAN NORTE;TUN;2,102063;13TEN    L  CPO 
102064;13TEN    L  SAR  TENSION;TUCUMAN NORTE;TUN;2,102064;13TEN    L  SAR 
102065;03PW      TR  01 POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102065;03PW      TR  01
102066;03PQ      TR  01 POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102066;03PQ      TR  01
102067;03PW      TR  03 POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102067;03PW      TR  03
102068;03PQ      TR  03 POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102068;03PQ      TR  03
102069;01CTE   RUTA 305 CORRIENTE;TUCUMAN NORTE;TUN;2,102069;01CTE   RUTA 305
102072;13CTE     TR  01 CORRIENTE;TUCUMAN NORTE;TUN;2,102072;13CTE     TR  01
102073;13CTE     TR  02 CORRIENTE;TUCUMAN NORTE;TUN;2,102073;13CTE     TR  02
102076;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102076;77DEM PW      ET
102077;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102077;77DEM PQ      ET
102078;13QFAL        ET REACTIVO FALTANTE;TUCUMAN NORTE;TUN;2,102078;13QFAL        ET
102079;13PW      TR  04 POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102079;13PW      TR  04
102080;13PQ      TR  04 POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,10208;13PQ      TR  04
102081;13CTE     TR  04 CORRIENTE;TUCUMAN NORTE;TUN;2,102081;13CTE     TR  04
102083;01PW      TR  04 POTENCIA ACTIVA;TUCUMAN NORTE;TUN;2,102083;01PW      TR  04
102084;01PQ      TR  04 POTENCIA REACTIVA;TUCUMAN NORTE;TUN;2,102084;01PQ      TR  04
102085;01CTE     TR  04 CORRIENTE;TUCUMAN NORTE;TUN;2,102085;01CTE     TR  04
102086;01TEN     TR  04 TENSION;TUCUMAN NORTE;TUN;2,102086;01TEN     TR  04
102087;01CTE  VENEZUELA CORRIENTE;TUCUMAN NORTE;TUN;2,102087;01CTE  VENEZUELA
102088;01CTE  DISTRIB 2 CORRIENTE;TUCUMAN NORTE;TUN;2,102088;01CTE  DISTRIB 2
102089;01CTE      OESTE CORRIENTE;TUCUMAN NORTE;TUN;2,102089;01CTE      OESTE
102090;01CTE    MUNECAS CORRIENTE;TUCUMAN NORTE;TUN;2,10209;01CTE    MUNECAS
102091;01TEN   B   A    TENSION;TUCUMAN NORTE;TUN;2,102091;01TEN   B   A   
102092;01TEN   B   B    TENSION;TUCUMAN NORTE;TUN;2,102092;01TEN   B   B   
102093;01TEN     TR  03 TENSION;TUCUMAN NORTE;TUN;2,102093;01TEN     TR  03
102094;13TEN   B   B    TENSION;TUCUMAN NORTE;TUN;2,102094;13TEN   B   B   
102499;RESERVA LIMITE NOA;TUCUMAN NORTE;TUN;2,102499;RESERVA LIMITE N
102500;PW DEMANDA DE POTENCIA TOTAL;DEMANDA_POTENCIA;DMPW;2,1025;PW DEMANDA DE PO
102501;DDS PW DEMANDA DE POTENCIA TOTAL;DEMANDA_POTENCIA;DMPW;2,102501;DDS PW DEMANDA D
103002;01PQ       CP 01 POTENCIA REACTIVA;SARMIENTO;SAR;2,103002;01PQ       CP 01
103003;01CTE      CP 01 CORRIENTE;SARMIENTO;SAR;2,103003;01CTE      CP 01
103004;01CTE     ITALIA CORRIENTE;SARMIENTO;SAR;2,103004;01CTE     ITALIA
103006;01CTE      MITRE CORRIENTE;SARMIENTO;SAR;2,103006;01CTE      MITRE
103007;01CTE   URUGUAY CORRIENTE;SARMIENTO;SAR;2,103007;01CTE   URUGUAY 
103008;01CTE    LUJAN 3 CORRIENTE;SARMIENTO;SAR;2,103008;01CTE    LUJAN 3
103009;01CTE    LUJAN 1 CORRIENTE;SARMIENTO;SAR;2,103009;01CTE    LUJAN 1
103010;01CTE       PERU CORRIENTE;SARMIENTO;SAR;2,10301;01CTE       PERU
103011;01CTE  CARREFOUR CORRIENTE;SARMIENTO;SAR;2,103011;01CTE  CARREFOUR
103012;01CTE    MENDOZA CORRIENTE;SARMIENTO;SAR;2,103012;01CTE    MENDOZA
103013;01CTE SARMIENTO2 CORRIENTE;SARMIENTO;SAR;2,103013;01CTE SARMIENTO2
103014;01CTE     CASINO CORRIENTE;SARMIENTO;SAR;2,103014;01CTE     CASINO
103015;01CTE  CATAMARCA CORRIENTE;SARMIENTO;SAR;2,103015;01CTE  CATAMARCA
103016;01CTE  PLAZOLETA CORRIENTE;SARMIENTO;SAR;2,103016;01CTE  PLAZOLETA
103017;01CTE     LIBANO CORRIENTE;SARMIENTO;SAR;2,103017;01CTE     LIBANO
103018;01CTE      JUNIN CORRIENTE;SARMIENTO;SAR;2,103018;01CTE      JUNIN
103019;01CTE  DON BOSCO CORRIENTE;SARMIENTO;SAR;2,103019;01CTE  DON BOSCO
103020;01CTE     ESPANA CORRIENTE;SARMIENTO;SAR;2,10302;01CTE     ESPANA
103021;01CTE  LA GACETA CORRIENTE;SARMIENTO;SAR;2,103021;01CTE  LA GACETA
103022;13PQ     OF EST  POTENCIA REACTIVA;SARMIENTO;SAR;2,103022;13PQ     OF EST 
103023;13PQ     OF TUN  POTENCIA REACTIVA;SARMIENTO;SAR;2,103023;13PQ     OF TUN 
103024;01CTE  AVELLAN 3 CORRIENTE;SARMIENTO;SAR;2,103024;01CTE  AVELLAN 3
103025;01TEN     TR  01 TENSION;SARMIENTO;SAR;2,103025;01TEN     TR  01
103026;01TEN     TR  02 TENSION;SARMIENTO;SAR;2,103026;01TEN     TR  02
103027;01TEN     B    2 TENSION;SARMIENTO;SAR;2,103027;01TEN     B    2
103028;13PW      TR 1:3 POTENCIA ACTIVA;SARMIENTO;SAR;2,103028;13PW      TR 1:3
103029;13PW      TR  02 POTENCIA ACTIVA;SARMIENTO;SAR;2,103029;13PW      TR  02
103030;13PQ      TR 1:3 POTENCIA REACTIVA;SARMIENTO;SAR;2,10303;13PQ      TR 1:3
103031;13PQ      TR  02 POTENCIA REACTIVA;SARMIENTO;SAR;2,103031;13PQ      TR  02
103034;01CTE     TR  01 CORRIENTE;SARMIENTO;SAR;2,103034;01CTE     TR  01
103035;01CTE     TR  02 CORRIENTE;SARMIENTO;SAR;2,103035;01CTE     TR  02
103036;01CTE     CP  01 CORRIENTE;SARMIENTO;SAR;2,103036;01CTE     CP  01
103037;01PW      TG  22 POTENCIA ACTIVA;SARMIENTO;SAR;2,103037;01PW      TG  22
103038;13PW     OF EST  POTENCIA ACTIVA;SARMIENTO;SAR;2,103038;13PW     OF EST 
103039;13PW     OF TUN  POTENCIA ACTIVA;SARMIENTO;SAR;2,103039;13PW     OF TUN 
103040;13CTE    OF TUN  CORRIENTE;SARMIENTO;SAR;2,10304;13CTE    OF TUN 
103041;01PQ      TG  22 POTENCIA REACTIVA;SARMIENTO;SAR;2,103041;01PQ      TG  22
103042;13CTE    OF EST  CORRIENTE;SARMIENTO;SAR;2,103042;13CTE    OF EST 
103043;13TEN     B   2  TENSION;SARMIENTO;SAR;2,103043;13TEN     B   2 
103044;01CTE     AC  02 CORRIENTE;SARMIENTO;SAR;2,103044;01CTE     AC  02
103045;01CTE     AC  01 CORRIENTE;SARMIENTO;SAR;2,103045;01CTE     AC  01
103047;13CTE     TR  1:3 CORRIENTE;SARMIENTO;SAR;2,103047;13CTE     TR  1:
103048;13CTE     TR  02 CORRIENTE;SARMIENTO;SAR;2,103048;13CTE     TR  02
103051;01PW      TR  01 POTENCIA ACTIVA;SARMIENTO;SAR;2,103051;01PW      TR  01
103052;01PW      TR  02 POTENCIA ACTIVA;SARMIENTO;SAR;2,103052;01PW      TR  02
103053;01PQ      TR  01 POTENCIA REACTIVA;SARMIENTO;SAR;2,103053;01PQ      TR  01
103054;01PQ      TR  02 POTENCIA REACTIVA;SARMIENTO;SAR;2,103054;01PQ      TR  02
103055;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;SARMIENTO;SAR;2,103055;77DEM PW      ET
103056;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;SARMIENTO;SAR;2,103056;77DEM PQ      ET
103057;01CTE      SALTA CORRIENTE;SARMIENTO;SAR;2,103057;01CTE      SALTA
103058;01PW      TR  03 POTENCIA ACTIVA;SARMIENTO;SAR;2,103058;01PW      TR  03
103059;01PQ      TR  03 POTENCIA REACTIVA;SARMIENTO;SAR;2,103059;01PQ      TR  03
103060;01CTE     TR  03 CORRIENTE;SARMIENTO;SAR;2,10306;01CTE     TR  03
103061;01TEN     TR  03 TENSION;SARMIENTO;SAR;2,103061;01TEN     TR  03
103063;01TEN   B  1A   TENSION;SARMIENTO;SAR;2,103063;01TEN   B  1A   
103064;01TEN   B  1B   TENSION;SARMIENTO;SAR;2,103064;01TEN   B  1B   
103065;01TEN   B   2   TENSION;SARMIENTO;SAR;2,103065;01TEN   B   2   
103066;13TEN   B   1   TENSION;SARMIENTO;SAR;2,103066;13TEN   B   1   
104000;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;TUCUMAN OESTE;TOE;2,104;77DEM PW      ET
104001;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;TUCUMAN OESTE;TOE;2,104001;77DEM PQ      ET
104002;13TEN     TR  02 TENSION;TUCUMAN OESTE;TOE;2,104002;13TEN     TR  02
104003;13TEN     TR  01 TENSION;TUCUMAN OESTE;TOE;2,104003;13TEN     TR  01
104005;13CTE     TR  02 CORRIENTE;TUCUMAN OESTE;TOE;2,104005;13CTE     TR  02
104006;01CTE     TR  02 CORRIENTE;TUCUMAN OESTE;TOE;2,104006;01CTE     TR  02
104007;01PW      TR  02 POTENCIA ACTIVA;TUCUMAN OESTE;TOE;2,104007;01PW      TR  02
104008;01PQ      TR  02 POTENCIA REACTIVA;TUCUMAN OESTE;TOE;2,104008;01PQ      TR  02
104009;01TEN     TR  02 TENSION;TUCUMAN OESTE;TOE;2,104009;01TEN     TR  02
104010;01TEN     TR  01 TENSION;TUCUMAN OESTE;TOE;2,10401;01TEN     TR  01
104011;13CTE     TR  01 CORRIENTE;TUCUMAN OESTE;TOE;2,104011;13CTE     TR  01
104012;01CTE     TR  01 CORRIENTE;TUCUMAN OESTE;TOE;2,104012;01CTE     TR  01
104013;01PW      TR  01 POTENCIA ACTIVA;TUCUMAN OESTE;TOE;2,104013;01PW      TR  01
104014;01PQ      TR  01 POTENCIA REACTIVA;TUCUMAN OESTE;TOE;2,104014;01PQ      TR  01
104016;01CTE   BELGRANO CORRIENTE;TUCUMAN OESTE;TOE;2,104016;01CTE   BELGRANO
104018;01CTE    AMERICA CORRIENTE;TUCUMAN OESTE;TOE;2,104018;01CTE    AMERICA
104019;01CTE GODOY CRUZ CORRIENTE;TUCUMAN OESTE;TOE;2,104019;01CTE GODOY CRUZ
104020;01CTE SAN MARTIN CORRIENTE;TUCUMAN OESTE;TOE;2,10402;01CTE SAN MARTIN
104021;01CTE    TORASSO CORRIENTE;TUCUMAN OESTE;TOE;2,104021;01CTE    TORASSO
104022;01CTE  HIGUERITA CORRIENTE;TUCUMAN OESTE;TOE;2,104022;01CTE  HIGUERITA
104024;01CTE 9 DE JULIO CORRIENTE;TUCUMAN OESTE;TOE;2,104024;01CTE 9 DE JULIO
104025;01CTE SAN JAVIER CORRIENTE;TUCUMAN OESTE;TOE;2,104025;01CTE SAN JAVIER
104026;01CTE  V CARMELA CORRIENTE;TUCUMAN OESTE;TOE;2,104026;01CTE  V CARMELA
104027;01CTE  ACONQUIJA CORRIENTE;TUCUMAN OESTE;TOE;2,104027;01CTE  ACONQUIJA
104028;01CTE  LOLA MORA CORRIENTE;TUCUMAN OESTE;TOE;2,104028;01CTE  LOLA MORA
104029;01CTE   WALLMART CORRIENTE;TUCUMAN OESTE;TOE;2,104029;01CTE   WALLMART
104031;13QFAL        ET REACTIVO FALTANTE;TUCUMAN OESTE;TOE;2,104031;13QFAL        ET
104032;13CTE     TR  03 CORRIENTE;TUCUMAN OESTE;TOE;2,104032;13CTE     TR  03
104033;01PW      TR  03 POTENCIA ACTIVA;TUCUMAN OESTE;TOE;2,104033;01PW      TR  03
104034;01PQ      TR  03 POTENCIA REACTIVA;TUCUMAN OESTE;TOE;2,104034;01PQ      TR  03
104035;01TEN     TR  03 TENSION;TUCUMAN OESTE;TOE;2,104035;01TEN     TR  03
104036;01CTE     TR  03 CORRIENTE;TUCUMAN OESTE;TOE;2,104036;01CTE     TR  03
104037;01CTE     YUNGAS CORRIENTE;TUCUMAN OESTE;TOE;2,104037;01CTE     YUNGAS
104038;01CTE    MEDRANO CORRIENTE;TUCUMAN OESTE;TOE;2,104038;01CTE    MEDRANO
104039;01CTE   EL SOLAR CORRIENTE;TUCUMAN OESTE;TOE;2,104039;01CTE   EL SOLAR
104041;01CTE  O DE AGUA CORRIENTE;TUCUMAN OESTE;TOE;2,104041;01CTE  O DE AGUA
104042;13PW      TR  01 POTENCIA ACTIVA;TUCUMAN OESTE;TOE;2,104042;13PW      TR  01
104043;13PQ      TR  01 POTENCIA REACTIVA;TUCUMAN OESTE;TOE;2,104043;13PQ      TR  01
104044;13PW      TR  02 POTENCIA ACTIVA;TUCUMAN OESTE;TOE;2,104044;13PW      TR  02
104045;13PQ      TR  02 POTENCIA REACTIVA;TUCUMAN OESTE;TOE;2,104045;13PQ      TR  02
104046;13CTE     TR  04 CORRIENTE;TUCUMAN OESTE;TOE;2,104046;13CTE     TR  04
104048;01TEN     TR  04 TENSION;TUCUMAN OESTE;TOE;2,104048;01TEN     TR  04
104049;01CTE     TR  04 CORRIENTE;TUCUMAN OESTE;TOE;2,104049;01CTE     TR  04
104050;01PW      TR  04 POTENCIA ACTIVA;TUCUMAN OESTE;TOE;2,10405;01PW      TR  04
104051;01PQ      TR  04 POTENCIA REACTIVA;TUCUMAN OESTE;TOE;2,104051;01PQ      TR  04
104052;01CTE    CEVILES CORRIENTE;TUCUMAN OESTE;TOE;2,104052;01CTE    CEVILES
104053;01CTE PTE. PERON CORRIENTE;TUCUMAN OESTE;TOE;2,104053;01CTE PTE. PERON
104054;01CTE     BULNES CORRIENTE;TUCUMAN OESTE;TOE;2,104054;01CTE     BULNES
104055;01CTE M. DE LUNA CORRIENTE;TUCUMAN OESTE;TOE;2,104055;01CTE M. DE LUNA
104056;13TEN   B   A    TENSION;TUCUMAN OESTE;TOE;2,104056;13TEN   B   A   
104057;01TEN   B   A    TENSION;TUCUMAN OESTE;TOE;2,104057;01TEN   B   A   
104058;01TEN   B   B    TENSION;TUCUMAN OESTE;TOE;2,104058;01TEN   B   B   
104059;01TEN   B   C    TENSION;TUCUMAN OESTE;TOE;2,104059;01TEN   B   C   
104060;01TEN   B   D    TENSION;TUCUMAN OESTE;TOE;2,10406;01TEN   B   D   
105000;01PW      TR  01 POTENCIA ACTIVA;ESTATICA SUR;EST;2,105;01PW      TR  01
105001;01PQ      TR  01 POTENCIA REACTIVA;ESTATICA SUR;EST;2,105001;01PQ      TR  01
105002;01PW      TR  02 POTENCIA ACTIVA;ESTATICA SUR;EST;2,105002;01PW      TR  02
105003;01PQ      TR  02 POTENCIA REACTIVA;ESTATICA SUR;EST;2,105003;01PQ      TR  02
105004;01CTE      ASUNT CORRIENTE;ESTATICA SUR;EST;2,105004;01CTE      ASUNT
105005;01CTE       ROCA CORRIENTE;ESTATICA SUR;EST;2,105005;01CTE       ROCA
105006;01CTE   LA RIOJA CORRIENTE;ESTATICA SUR;EST;2,105006;01CTE   LA RIOJA
105007;01CTE    9 JULIO CORRIENTE;ESTATICA SUR;EST;2,105007;01CTE    9 JULIO
105008;01CTE  BANDA SUR CORRIENTE;ESTATICA SUR;EST;2,105008;01CTE  BANDA SUR
105009;01CTE AVELLANEDA CORRIENTE;ESTATICA SUR;EST;2,105009;01CTE AVELLANEDA
105010;01CTE    TUCUMAN CORRIENTE;ESTATICA SUR;EST;2,10501;01CTE    TUCUMAN
105011;01CTE     LARREA CORRIENTE;ESTATICA SUR;EST;2,105011;01CTE     LARREA
105012;01CTE     ABASTO CORRIENTE;ESTATICA SUR;EST;2,105012;01CTE     ABASTO
105013;01CTE   CORDOBA CORRIENTE;ESTATICA SUR;EST;2,105013;01CTE   CORDOBA 
105014;01CTE   ALIMEN 2 CORRIENTE;ESTATICA SUR;EST;2,105014;01CTE   ALIMEN 2
105015;01CTE   ALIMEN 3 CORRIENTE;ESTATICA SUR;EST;2,105015;01CTE   ALIMEN 3
105016;01CTE   ALIMEN 4 CORRIENTE;ESTATICA SUR;EST;2,105016;01CTE   ALIMEN 4
105017;01CTE   M. LILLO CORRIENTE;ESTATICA SUR;EST;2,105017;01CTE   M. LILLO
105018;01CTE AVELLANE 4 CORRIENTE;ESTATICA SUR;EST;2,105018;01CTE AVELLANE 4
105019;01CTE    AC  A B CORRIENTE;ESTATICA SUR;EST;2,105019;01CTE    AC  A B
105022;01CTE     TR  01 CORRIENTE;ESTATICA SUR;EST;2,105022;01CTE     TR  01
105023;01CTE     TR  02 CORRIENTE;ESTATICA SUR;EST;2,105023;01CTE     TR  02
105025;13CTE    L  IND1 CORRIENTE;ESTATICA SUR;EST;2,105025;13CTE    L  IND1
105026;13CTE    L  SAR  CORRIENTE;ESTATICA SUR;EST;2,105026;13CTE    L  SAR 
105027;13PW     L  IND1 POTENCIA ACTIVA;ESTATICA SUR;EST;2,105027;13PW     L  IND1
105029;13PW     L  SAR  POTENCIA ACTIVA;ESTATICA SUR;EST;2,105029;13PW     L  SAR 
105030;13PQ     L  IND1 POTENCIA REACTIVA;ESTATICA SUR;EST;2,10503;13PQ     L  IND1
105032;13PQ     L  SAR  POTENCIA REACTIVA;ESTATICA SUR;EST;2,105032;13PQ     L  SAR 
105033;13TEN    B   A   TENSION;ESTATICA SUR;EST;2,105033;13TEN    B   A  
105034;01TEN    B   A   TENSION;ESTATICA SUR;EST;2,105034;01TEN    B   A  
105035;01TEN    B   B   TENSION;ESTATICA SUR;EST;2,105035;01TEN    B   B  
105036;13PW      TR  01 POTENCIA ACTIVA;ESTATICA SUR;EST;2,105036;13PW      TR  01
105037;13PW      TR  02 POTENCIA ACTIVA;ESTATICA SUR;EST;2,105037;13PW      TR  02
105038;13PQ      TR  02 POTENCIA REACTIVA;ESTATICA SUR;EST;2,105038;13PQ      TR  02
105039;13PQ      TR  01 POTENCIA REACTIVA;ESTATICA SUR;EST;2,105039;13PQ      TR  01
105040;13CTE     TR  01 CORRIENTE;ESTATICA SUR;EST;2,10504;13CTE     TR  01
105041;13CTE     TR  02 CORRIENTE;ESTATICA SUR;EST;2,105041;13CTE     TR  02
105043;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;ESTATICA SUR;EST;2,105043;77DEM PW      ET
105044;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;ESTATICA SUR;EST;2,105044;77DEM PQ      ET
105045;13QFAL        ET REACTIVO FALTANTE;ESTATICA SUR;EST;2,105045;13QFAL        ET
105046;01CTE     TR  03 CORRIENTE;ESTATICA SUR;EST;2,105046;01CTE     TR  03
105047;01TEN   B TR  03 TENSION;ESTATICA SUR;EST;2,105047;01TEN   B TR  03
105060;13PW      TR  03 POTENCIA ACTIVA;ESTATICA SUR;EST;2,10506;13PW      TR  03
105061;13PQ      TR  03 POTENCIA REACTIVA;ESTATICA SUR;EST;2,105061;13PQ      TR  03
105062;13CTE     TR  03 CORRIENTE;ESTATICA SUR;EST;2,105062;13CTE     TR  03
105063;01PW      TR  03 POTENCIA ACTIVA;ESTATICA SUR;EST;2,105063;01PW      TR  03
105064;01PQ      TR  03 POTENCIA REACTIVA;ESTATICA SUR;EST;2,105064;01PQ      TR  03
105066;01TEN     TR  03 TENSION;ESTATICA SUR;EST;2,105066;01TEN     TR  03
105067;01CTE  INDEPEN 2 CORRIENTE;ESTATICA SUR;EST;2,105067;01CTE  INDEPEN 2
105068;01CTE LIBERTAD 2 CORRIENTE;ESTATICA SUR;EST;2,105068;01CTE LIBERTAD 2
105069;13PW     L  IND2 POTENCIA ACTIVA;ESTATICA SUR;EST;2,105069;13PW     L  IND2
105070;13PQ     L  IND2 POTENCIA REACTIVA;ESTATICA SUR;EST;2,10507;13PQ     L  IND2
105071;13CTE    L  IND2 CORRIENTE;ESTATICA SUR;EST;2,105071;13CTE    L  IND2
105072;13TEN    L  IND2 TENSION;ESTATICA SUR;EST;2,105072;13TEN    L  IND2
105073;01CTE   SALIDA 3 CORRIENTE;ESTATICA SUR;EST;2,105073;01CTE   SALIDA 3
105074;01CTE   SALIDA 4 CORRIENTE;ESTATICA SUR;EST;2,105074;01CTE   SALIDA 4
105075;01CTE   SALIDA 5 CORRIENTE;ESTATICA SUR;EST;2,105075;01CTE   SALIDA 5
106000;13PW     L1 BRA  POTENCIA ACTIVA;INDEPENDENCIA;IND;2,106;13PW     L1 BRA 
106001;13PQ     L1 BRA  POTENCIA REACTIVA;INDEPENDENCIA;IND;2,106001;13PQ     L1 BRA 
106002;13CTE    L1 BRA  CORRIENTE;INDEPENDENCIA;IND;2,106002;13CTE    L1 BRA 
106003;13PW     L  ABL  POTENCIA ACTIVA;INDEPENDENCIA;IND;2,106003;13PW     L  ABL 
106004;13PQ     L  ABL  POTENCIA REACTIVA;INDEPENDENCIA;IND;2,106004;13PQ     L  ABL 
106005;13CTE    L  ABL  CORRIENTE;INDEPENDENCIA;IND;2,106005;13CTE    L  ABL 
106006;13PW     L  PTU  POTENCIA ACTIVA;INDEPENDENCIA;IND;2,106006;13PW     L  PTU 
