"POINTNUMBER","POINTNAME","STATIONNAMEABBREVIATED"
115013,"13PQ     L  SGE  POTENCIA REACTIVA","SCE"
115014,"01CTE     TR  01 CORRIENTE","SCE"
115015,"01CTE     TR  02 CORRIENTE","SCE"
115016,"13CTE    L  SGS  CORRIENTE","SCE"
115017,"13CTE    L  SCO  CORRIENTE","SCE"
115018,"13TEN    B   A   TENSION","SCE"
115019,"13PW     L  SCO  POTENCIA ACTIVA","SCE"
115020,"13PW     L  SGS  POTENCIA ACTIVA","SCE"
115021,"01CTE    AC  A B CORRIENTE","SCE"
115022,"13PQ     L  SCO  POTENCIA REACTIVA","SCE"
115023,"13PQ     L  SGS  POTENCIA REACTIVA","SCE"
115024,"01CTE    AC  B C CORRIENTE","SCE"
115025,"01TEN     TR  02 TENSION","SCE"
115026,"03TEN    B   A   TENSION","SCE"
115027,"01CTE BCO CP  01 CORRIENTE","SCE"
115028,"13PW      TR  01 POTENCIA ACTIVA","SCE"
115029,"13PQ      TR  01 POTENCIA REACTIVA","SCE"
115030,"13PW      TR  02 POTENCIA ACTIVA","SCE"
115031,"13PQ      TR  02 POTENCIA REACTIVA","SCE"
115034,"01PW      TR  01 POTENCIA ACTIVA","SCE"
115035,"01PQ      TR  01 POTENCIA REACTIVA","SCE"
115036,"01PW      TR  02 POTENCIA ACTIVA","SCE"
115037,"01PQ      TR  02 POTENCIA REACTIVA","SCE"
115038,"03CTE     TR  01 CORRIENTE","SCE"
115039,"03CTE     TR  02 CORRIENTE","SCE"
115040,"01CTE     ALIM 6 CORRIENTE","SCE"
115041,"01CTE    DIST 32 CORRIENTE","SCE"
115042,"13TEN    L  SGE  TENSION","SCE"
115043,"01CTE   DIST  27 CORRIENTE","SCE"
115044,"13TEN    L  SCO  TENSION","SCE"
115045,"13CTE    L  SGE  CORRIENTE","SCE"
115046,"01CTE   DIST  29 CORRIENTE","SCE"
115047,"01CTE    RESERVA CORRIENTE","SCE"
115048,"01TEN     TR  01 TENSION","SCE"
115049,"01CTE   RESERVA1 CORRIENTE","SCE"
115050,"01CTE   DIST 107 CORRIENTE","SCE"
115051,"01CTE   DIST  30 CORRIENTE","SCE"
115052,"01CTE   DIST 105 CORRIENTE","SCE"
115053,"01CTE   DIST  26 CORRIENTE","SCE"
115054,"01CTE   DIST  28 CORRIENTE","SCE"
115055,"01CTE   DIST  31 CORRIENTE","SCE"
115056,"13CTE     TR  01 CORRIENTE","SCE"
115057,"13CTE     TR  02 CORRIENTE","SCE"
115059,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SCE"
115060,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SCE"
115062,"13QFAL        ET REACTIVO FALTANTE","SCE"
115063,"13PW      TR  03 POTENCIA ACTIVA","SCE"
115064,"13PQ     TR  03  POTENCIA REACTIVA","SCE"
115065,"13CTE     TR  03 CORRIENTE","SCE"
115066,"01CTE    AC   03 CORRIENTE","SCE"
115067,"01CTE   SALIDA 1 CORRIENTE","SCE"
115068,"01CTE   SALIDA 2 CORRIENTE","SCE"
115069,"01CTE   SALIDA 3 CORRIENTE","SCE"
115070,"01CTE   SALIDA 4 CORRIENTE","SCE"
115071,"01CTE   SALIDA 5 CORRIENTE","SCE"
115072,"01TEN     B   A  TENSION","SCE"
115073,"01TEN     B   B  TENSION","SCE"
115074,"01TEN     B   C  TENSION","SCE"
116000,"13PW     L  SCE  POTENCIA ACTIVA","SGS"
116001,"13PQ     L  SCE  POTENCIA REACTIVA","SGS"
116002,"13CTE    L  SCE  CORRIENTE","SGS"
116003,"13TEN    L  SCE  TENSION","SGS"
116004,"13PW     L  SAN  POTENCIA ACTIVA","SGS"
116005,"13PQ     L  SAN  POTENCIA REACTIVA","SGS"
116006,"13CTE    L  SAN  CORRIENTE","SGS"
116007,"13TEN    L  SAN  TENSION","SGS"
116008,"13PW     L  LOR  POTENCIA ACTIVA","SGS"
116009,"13PQ     L  LOR  POTENCIA REACTIVA","SGS"
116010,"13CTE    L  LOR  CORRIENTE","SGS"
116011,"13TEN    L  LOR  TENSION","SGS"
116012,"13PW     AC A B  POTENCIA ACTIVA","SGS"
116013,"13PQ     AC A B  POTENCIA REACTIVA","SGS"
116014,"13CTE    AC A B  CORRIENTE","SGS"
116015,"13PW      TR  01 POTENCIA ACTIVA","SGS"
116016,"13PQ      TR  01 POTENCIA REACTIVA","SGS"
116017,"13CTE     TR  01 CORRIENTE","SGS"
116019,"13PW      TR  02 POTENCIA ACTIVA","SGS"
116020,"13PQ      TR  02 POTENCIA REACTIVA","SGS"
116021,"13CTE     TR  02 CORRIENTE","SGS"
116023,"01PW      TR  01 POTENCIA ACTIVA","SGS"
116024,"01PQ      TR  01 POTENCIA REACTIVA","SGS"
116025,"01CTE     TR  01 CORRIENTE","SGS"
116026,"01TEN     TR  01 TENSION","SGS"
116027,"01PW      TR  02 POTENCIA ACTIVA","SGS"
116028,"01PQ      TR  02 POTENCIA REACTIVA","SGS"
116029,"01CTE     TR  02 CORRIENTE","SGS"
116030,"01TEN     TR  02 TENSION","SGS"
116031,"01CTE     D 6036 CORRIENTE","SGS"
116032,"01CTE     D 6035 CORRIENTE","SGS"
116033,"01CTE     D 6033 CORRIENTE","SGS"
116034,"01CTE     D 6034 CORRIENTE","SGS"
116035,"01CTE     D 6037 CORRIENTE","SGS"
116037,"01CTE     D 6039 CORRIENTE","SGS"
116038,"01CTE     D 6040 CORRIENTE","SGS"
116039,"01CTE    AC A B  CORRIENTE","SGS"
116041,"13QFAL        ET REACTIVO FALTANTE","SGS"
116042,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SGS"
116043,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SGS"
116044,"13TEN     B   A  TENSION","SGS"
116045,"13TEN     B   B  TENSION","SGS"
116046,"01TEN     B   A  TENSION","SGS"
116047,"01TEN     B   B  TENSION","SGS"
116048,"RESERVA 01TEN     TR  01:02 TENSION","SGS"
117000,"13PW     L  SCE  POTENCIA ACTIVA","SCO"
117001,"03PW      TR 1:2 POTENCIA ACTIVA","SCO"
117002,"03PQ      TR 1:2 POTENCIA REACTIVA","SCO"
117003,"13PW     L  QUI  POTENCIA ACTIVA","SCO"
117004,"13PW     L  ANA  POTENCIA ACTIVA","SCO"
117005,"13PW      TR  02 POTENCIA ACTIVA","SCO"
117006,"13PW      TR  01 POTENCIA ACTIVA","SCO"
117007,"13PQ     L  SCE  POTENCIA REACTIVA","SCO"
117008,"13PQ     L  QUI  POTENCIA REACTIVA","SCO"
117009,"13PQ     L  ANA  POTENCIA REACTIVA","SCO"
117010,"13PQ      TR  02 POTENCIA REACTIVA","SCO"
117011,"13QFAL        ET REACTIVO FALTANTE","SCO"
117013,"13PQ      TR  01 POTENCIA REACTIVA","SCO"
117014,"13CTE    L  SCE  CORRIENTE","SCO"
117015,"13CTE    L  QUI  CORRIENTE","SCO"
117016,"13CTE    L  ANA  CORRIENTE","SCO"
117017,"13CTE    TR  02  CORRIENTE","SCO"
117018,"13CTE    TR  01  CORRIENTE","SCO"
117019,"13TEN    L SCE   TENSION DE LINEA","SCO"
117020,"13TEN    L QUI   TENSION DE LINEA","SCO"
117021,"13TEN    L ANA   TENSION DE LINEA","SCO"
117022,"03PW      TR  01 POTENCIA ACTIVA","SCO"
117023,"03PW      TR  02 POTENCIA ACTIVA","SCO"
117024,"03PQ      TR  01 POTENCIA REACTIVA","SCO"
117025,"03PQ      TR  02 POTENCIA REACTIVA","SCO"
117026,"03CTE     TR  01 CORRIENTE","SCO"
117027,"03CTE     TR  02 CORRIENTE","SCO"
117028,"03CTE    SALIDA1 CORRIENTE","SCO"
117029,"03CTE    SALIDA2 CORRIENTE","SCO"
117030,"03CTE    QUIMILI CORRIENTE","SCO"
117031,"03CTE  FERNANDEZ CORRIENTE","SCO"
117032,"03TEN     TR  01 TENSION DE TRAFO","SCO"
117033,"03TEN     TR  02 TENSION DE TRAFO","SCO"
117034,"03CTE    AC  A B CORRIENTE","SCO"
117035,"01PW      TR  01 POTENCIA ACTIVA","SCO"
117036,"01PW      TR  02 POTENCIA ACTIVA","SCO"
117037,"01PQ      TR  01 POTENCIA REACTIVA","SCO"
117038,"01PQ      TR  02 POTENCIA REACTIVA","SCO"
117039,"01CTE     TR  01 CORRIENTE DE TRAFO","SCO"
117040,"01CTE     TR  02 CORRIENTE DE TRAFO","SCO"
117041,"01CTE   SALIDA 1 CORRIENTE","SCO"
117042,"01CTE   SALIDA 2 CORRIENTE","SCO"
117043,"01CTE  SUNCHO ES CORRIENTE","SCO"
117044,"01CTE  SUNCHO OE CORRIENTE","SCO"
117045,"01CTE     MATARA CORRIENTE","SCO"
117046,"01CTE BAN BAJADA CORRIENTE","SCO"
117047,"01TEN     TR  01 TENSION","SCO"
117048,"01TEN     TR  02 TENSION","SCO"
117049,"01CTE    AC  A B CORRIENTE","SCO"
117052,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SCO"
117053,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SCO"
117054,"13TEN    B   A   TENSION","SCO"
117055,"03TEN    B   A   TENSION","SCO"
117056,"03TEN    B   B   TENSION","SCO"
117057,"01TEN    B   A   TENSION","SCO"
117058,"01TEN    B   B   TENSION","SCO"
118000,"13PW     L  CPO  POTENCIA ACTIVA","AVE"
118001,"13PQ     L  CPO  POTENCIA REACTIVA","AVE"
118002,"13CTE    L  CPO  CORRIENTE","AVE"
118003,"13PW      TR  01 POTENCIA ACTIVA","AVE"
118004,"13PQ      TR  01 POTENCIA REACTIVA","AVE"
118005,"13CTE     TR  01 CORRIENTE","AVE"
118006,"13PW      TR  02 POTENCIA ACTIVA","AVE"
118007,"13PQ      TR  02 POTENCIA REACTIVA","AVE"
118008,"13CTE     TR  02 CORRIENTE","AVE"
118011,"13TEN    L  CPO  TENSION","AVE"
118012,"01TEN     TR  01 TENSION","AVE"
118013,"01TEN     TR  02 TENSION","AVE"
118014,"01PW      TR  01 POTENCIA ACTIVA","AVE"
118015,"01PQ      TR  01 POTENCIA REACTIVA","AVE"
118016,"01CTE     TR  01 CORRIENTE","AVE"
118017,"01PW      TR  02 POTENCIA ACTIVA","AVE"
118018,"01PQ      TR  02 POTENCIA REACTIVA","AVE"
118019,"01CTE     TR  02 CORRIENTE","AVE"
118020,"01CTE   SAN JUAN CORRIENTE","AVE"
118021,"01CTE CORRIENTES CORRIENTE","AVE"
118022,"01CTE      CRUSH CORRIENTE","AVE"
118023,"01CTE   EL SIGLO CORRIENTE","AVE"
118024,"01CTE   SANTA FE CORRIENTE","AVE"
118025,"01CTE   CATEDRAL CORRIENTE","AVE"
118026,"01CTE   AVELLAN3 CORRIENTE","AVE"
118027,"01CTE   AVELLAN2 CORRIENTE","AVE"
118028,"01CTE   AVELLAN1 CORRIENTE","AVE"
118029,"01CTE   AYACUCHO CORRIENTE","AVE"
118030,"01CTE   AVELLAN4 CORRIENTE","AVE"
118031,"01CTE    FRANCIA CORRIENTE","AVE"
118032,"01CTE     O.S.T. CORRIENTE","AVE"
118033,"01CTE       ADOS CORRIENTE","AVE"
118034,"01CTE   BLACARCE CORRIENTE","AVE"
118035,"01CTE S.CAYETANO CORRIENTE","AVE"
118036,"01CTE  BDA NORTE CORRIENTE","AVE"
118037,"01CTE     GRECIA CORRIENTE","AVE"
118038,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","AVE"
118039,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","AVE"
118040,"01CTE    FRANCES CORRIENTE","AVE"
118042,"13QFAL        ET REACTIVO FALTANTE","AVE"
118043,"01CTE  SOLDATTI  CORRIENTE","AVE"
118044,"13TEN   B   A    TENSION","AVE"
118045,"01TEN   B   A    TENSION","AVE"
118046,"01TEN   B   B    TENSION","AVE"
119000,"13PW     L  AVE  POTENCIA ACTIVA","CPO"
119001,"13PQ     L  AVE  POTENCIA REACTIVA","CPO"
119002,"13CTE    L  AVE  CORRIENTE","CPO"
119003,"13PW     L1 BRA  POTENCIA ACTIVA","CPO"
119004,"13PQ     L1 BRA  POTENCIA REACTIVA","CPO"
119005,"13CTE    L1 BRA  CORRIENTE","CPO"
119006,"13PW     L  BUR  POTENCIA ACTIVA","CPO"
119007,"13PQ     L  BUR  POTENCIA REACTIVA","CPO"
119008,"13CTE    L  BUR  CORRIENTE","CPO"
119009,"13PW     L1 TUN  POTENCIA ACTIVA","CPO"
119010,"13PQ     L1 TUN  POTENCIA REACTIVA","CPO"
119011,"13CTE    L1 TUN  CORRIENTE","CPO"
119012,"13PW      TR  01 POTENCIA ACTIVA","CPO"
119013,"13PQ      TR  01 POTENCIA REACTIVA","CPO"
119014,"13CTE     TR  01 CORRIENTE","CPO"
119015,"13PW      TR  02 POTENCIA ACTIVA","CPO"
119016,"13PQ      TR  02 POTENCIA REACTIVA","CPO"
119017,"13CTE     TR  02 CORRIENTE","CPO"
119021,"13TEN    L  AVE  TENSION","CPO"
119022,"13TEN    L1 BRA  TENSION","CPO"
119023,"13TEN    L  BUR  TENSION","CPO"
119024,"13TEN    L1 TUN  TENSION","CPO"
119025,"03TEN     TR  01 TENSION","CPO"
119026,"03TEN     TR  02 TENSION","CPO"
119027,"01TEN     TR  03 TENSION","CPO"
119028,"01TEN     TR  02 TENSION","CPO"
119029,"03PW      TR  01 POTENCIA ACTIVA","CPO"
119030,"03PQ      TR  01 POTENCIA REACTIVA","CPO"
119031,"03CTE     TR  01 CORRIENTE","CPO"
119032,"03PW      TR  02 POTENCIA ACTIVA","CPO"
119033,"03PQ      TR  02 POTENCIA REACTIVA","CPO"
119034,"03CTE     TR  02 CORRIENTE","CPO"
119035,"01PW      TR  03 POTENCIA ACTIVA","CPO"
119036,"01PQ      TR  03 POTENCIA REACTIVA","CPO"
119037,"01CTE     TR  03 CORRIENTE","CPO"
119038,"01PW      TR  02 POTENCIA ACTIVA","CPO"
119039,"01PQ      TR  02 POTENCIA REACTIVA","CPO"
119040,"01CTE     TR  02 CORRIENTE","CPO"
119041,"03CTE   RIO SALI CORRIENTE","CPO"
119042,"03CTE  CRUZ ALTA CORRIENTE","CPO"
119043,"03CTE RANCHILLOS CORRIENTE","CPO"
119044,"03CTE  GUTIERREZ CORRIENTE","CPO"
119045,"03CTE  LAS CEJAS CORRIENTE","CPO"
119046,"03CTE     SCANIA CORRIENTE","CPO"
119047,"01Reserva Gallo","CPO"
119049,"01reserva citrus","CPO"
119050,"01RESERVA4","CPO"
119051,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","CPO"
119052,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","CPO"
119053,"03CTE    RESERVA CORRIENTE","CPO"
119055,"13QFAL        ET REACTIVO FALTANTE","CPO"
119058,"01CTE  SALIDA 01 CORRIENTE","CPO"
119059,"01CTE  SALIDA 02 CORRIENTE","CPO"
119060,"01CTE INDUSTRIAL CORRIENTE","CPO"
119061,"01CTE  CITRUSVIL CORRIENTE","CPO"
119062,"01CTE   LASTENIA CORRIENTE","CPO"
119063,"01CTE    D.GALLO CORRIENTE","CPO"
119064,"01CTE BDA CENTRO CORRIENTE","CPO"
119065,"01CTE  SALIDA 08 CORRIENTE","CPO"
119066,"13PW      TR  03 POTENCIA ACTIVA","CPO"
119067,"13PQ      TR  03 POTENCIA REACTIVA","CPO"
119068,"13CTE     TR  03 CORRIENTE","CPO"
119069,"13TEN     TR  03 TENSION","CPO"
119070,"13PW     L2 TUN  POTENCIA ACTIVA","CPO"
119071,"13PQ     L2 TUN  POTENCIA REACTIVA","CPO"
119072,"13CTE    L2 TUN  CORRIENTE","CPO"
119073,"13TEN    L2 TUN  TENSION","CPO"
119074,"13PW     L2 BRA  POTENCIA ACTIVA","CPO"
119075,"13PQ     L2 BRA  POTENCIA REACTIVA","CPO"
119076,"13CTE    L2 BRA  CORRIENTE","CPO"
119077,"13TEN    L2 BRA  TENSION","CPO"
119078,"13TEN   B   A   TENSION","CPO"
119079,"03TEN   B   A   TENSION","CPO"
119080,"03TEN   B   B   TENSION","CPO"
119081,"01TEN   B   A   TENSION","CPO"
119082,"01TEN   B   B   TENSION","CPO"
120000,"13PW     L  TUN  POTENCIA ACTIVA","TRA"
120001,"13PQ     L  TUN  POTENCIA REACTIVA","TRA"
120002,"13CTE    L  TUN  CORRIENTE","TRA"
120003,"13TEN    L  TUN  TENSION","TRA"
120004,"13PW     L  PGR  POTENCIA ACTIVA","TRA"
120005,"13PQ     L  PGR  POTENCIA REACTIVA","TRA"
120006,"13CTE    L  PGR  CORRIENTE","TRA"
120007,"13TEN    L  PGR  TENSION","TRA"
120008,"13PW      TR  01 POTENCIA ACTIVA","TRA"
120009,"13PQ      TR  01 POTENCIA REACTIVA","TRA"
120010,"13CTE     TR  01 CORRIENTE","TRA"
120012,"03PW      TR  01 POTENCIA ACTIVA","TRA"
120013,"03PQ      TR  01 POTENCIA REACTIVA","TRA"
120014,"03CTE     TR  01 CORRIENTE","TRA"
120015,"03CTE    EL TALA CORRIENTE","TRA"
120016,"03TEN     TR  01 TENSION","TRA"
120017,"03PW     TRANCAS POTENCIA ACTIVA","TRA"
120018,"03PQ     TRANCAS POTENCIA REACTIVA","TRA"
120019,"03CTE    TRANCAS CORRIENTE","TRA"
120020,"03PW       VIPOS POTENCIA ACTIVA","TRA"
120021,"03PQ       VIPOS POTENCIA REACTIVA","TRA"
120022,"03CTE      VIPOS CORRIENTE","TRA"
120024,"13DIF    L  TUN  DIFERENCIA DE ANGULO","TRA"
120025,"13DIF    L  PGR  DIFERENCIA DE ANGULO","TRA"
120026,"03PW     EL TALA POTENCIA ACTIVA","TRA"
120027,"03PQ     EL TALA POTENCIA REACTIVA","TRA"
120028,"13FRE    L  PGR  FRECUENCIA","TRA"
120029,"13FRE    L  TUN  FRECUENCIA","TRA"
120030,"13QFAL           REACTIVO FALTANTE","TRA"
120032,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","TRA"
120033,"77DEM PW      ET DEMANDA DE POTENCIA REACTIVA","TRA"
120036,"13TEN    B   A   TENSION","TRA"
120038,"03TEN    B   A   TENSION","TRA"
121000,"13PW     L  ROS  POTENCIA ACTIVA","BUR"
121001,"13PQ     L  ROS  POTENCIA REACTIVA","BUR"
121002,"13CTE    L  ROS  CORRIENTE","BUR"
121003,"13TEN    L  ROS  TENSION","BUR"
121004,"13PW     L  CPO  POTENCIA ACTIVA","BUR"
121005,"13PQ     L  CPO  POTENCIA REACTIVA","BUR"
121006,"13CTE    L  CPO  CORRIENTE","BUR"
121007,"13TEN    L  CPO  TENSION","BUR"
121008,"13PW      TR  01 POTENCIA ACTIVA","BUR"
121009,"13PQ      TR  01 POTENCIA REACTIVA","BUR"
121010,"13CTE     TR  01 CORRIENTE","BUR"
121012,"03PW      TR  01 POTENCIA ACTIVA","BUR"
121013,"03PQ      TR  01 POTENCIA REACTIVA","BUR"
121014,"03CTE     TR  01 CORRIENTE","BUR"
121015,"03TEN     TR  01 TENSION","BUR"
121016,"03CTE   L ROBLES CORRIENTE","BUR"
121017,"03PW    L ROBLES POTENCIA ACTIVA","BUR"
121018,"03PQ    L ROBLES POTENCIA REACTIVA","BUR"
121019,"03CTE   L RAMADA CORRIENTE","BUR"
121020,"03PW    L RAMADA POTENCIA ACTIVA","BUR"
121021,"03PQ    L RAMADA POTENCIA REACTIVA","BUR"
121022,"03CTE  GARMENDIA CORRIENTE","BUR"
121023,"03PW   GARMENDIA POTENCIA ACTIVA","BUR"
121024,"03PQ   GARMENDIA POTENCIA REACTIVA","BUR"
121026,"13DIF AN L  ROS  DIFERENCIA DE ANGULO","BUR"
121027,"13DIF AN L  CPO  DIFERENCIA DE ANGULO","BUR"
121028,"13QFAL        ET REACTIVO FALTANTE","BUR"
121030,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","BUR"
121031,"77DEM PW      ET DEMANDA DE POTENCIA REACTIVA","BUR"
121099,"13TEN B A TENSION","BUR"
121100,"03TEN B A TENSION","BUR"
122000,"13PW      TR  01 POTENCIA ACTIVA","ANA"
122001,"13PQ      TR  01 POTENCIA REACTIVA","ANA"
122002,"13CTE     TR  01 CORRIENTE","ANA"
122003,"13TEN     TR  01 TENSION","ANA"
122006,"03PW      TR  01 POTENCIA ACTIVA","ANA"
122007,"03PQ      TR  01 POTENCIA REACTIVA","ANA"
122008,"03CTE     TR  01 CORRIENTE","ANA"
122009,"03TEN     TR  01 TENSION","ANA"
122010,"01PW      TR  01 POTENCIA ACTIVA","ANA"
122011,"01PQ      TR  01 POTENCIA REACTIVA","ANA"
122012,"01CTE     TR  01 CORRIENTE","ANA"
122013,"01TEN     TR  01 TENSION","ANA"
122014,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","ANA"
122015,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","ANA"
122016,"01PW      TD  31 POTENCIA ACTIVA","ANA"
122017,"01PQ      TD  31 POTENCIA REACTIVA","ANA"
122018,"01PW      TD  32 POTENCIA ACTIVA","ANA"
122019,"01PQ      TD  32 POTENCIA REACTIVA","ANA"
122020,"03CTE   SALIDA 1 CORRIENTE","ANA"
122021,"03CTE   SALIDA 2 CORRIENTE","ANA"
122022,"03CTE   SALIDA 3 CORRIENTE","ANA"
122023,"03CTE   SALIDA 4 CORRIENTE","ANA"
122024,"03CTE    AC  A B CORRIENTE","ANA"
122025,"01CTE   SALIDA 1 CORRIENTE","ANA"
122026,"01CTE   SALIDA 2 CORRIENTE","ANA"
122027,"01CTE   SALIDA 3 CORRIENTE","ANA"
122028,"01CTE   SALIDA 4 CORRIENTE","ANA"
122029,"01CTE    AC  A B CORRIENTE","ANA"
122030,"13PW     L  BAN  POTENCIA ACTIVA","ANA"
122031,"13PQ     L  BAN  POTENCIA REACTIVA","ANA"
122032,"13CTE    L  BAN  CORRIENTE","ANA"
122033,"13TEN    L  BAN  TENSION","ANA"
122034,"13PW      TR  02 POTENCIA ACTIVA","ANA"
122035,"13PQ      TR  02 POTENCIA REACTIVA","ANA"
122036,"13CTE     TR  02 CORRIENTE","ANA"
122038,"03PW      TR  02 POTENCIA ACTIVA","ANA"
122039,"03PQ      TR  02 POTENCIA REACTIVA","ANA"
122040,"03CTE     TR  02 CORRIENTE","ANA"
122041,"03TEN     TR  02 TENSION","ANA"
122042,"01PW      TR  02 POTENCIA ACTIVA","ANA"
122043,"01PQ      TR  02 POTENCIA REACTIVA","ANA"
122044,"01CTE     TR  02 CORRIENTE","ANA"
122045,"01TEN     TR  02 TENSION","ANA"
122046,"13QFAL        ET REACTIVO FALTANTE","ANA"
122048,"77GEN PW      ET POTENCIA ACTIVA","ANA"
122049,"77GEN PQ      ET POTENCIA REACTIVA","ANA"
122050,"01CTE   ENARSA 2 CORRIENTE","ANA"
122051,"01PW      TD  33 POTENCIA ACTIVA","ANA"
122052,"01PQ      TD  33 POTENCIA REACTIVA","ANA"
122053,"01TEN     TD  33 TENSION","ANA"
122054,"13TEN    B   A   TENSION","ANA"
122055,"03TEN    B   A   TENSION","ANA"
122056,"03TEN    B   B   TENSION","ANA"
122057,"01TEN    B   A   TENSION","ANA"
122058,"01TEN    B   B   TENSION","ANA"
123000,"03PW      TR  03 POTENCIA ACTIVA","LEA"
123001,"03PQ      TR  03 POTENCIA REACTIVA","LEA"
123002,"03TEN     TR  03 TENSION","LEA"
123003,"03CTE     TR  03 CORRIENTE","LEA"
124000,"13PW     L  RHO  POTENCIA ACTIVA","SGO"
124001,"13PQ     L  RHO  POTENCIA REACTIVA","SGO"
124002,"13CTE    L  RHO  CORRIENTE","SGO"
124003,"13TEN    L  RHO  TENSION","SGO"
124004,"13PW     L  SAN  POTENCIA ACTIVA","SGO"
124005,"13PQ     L  SAN  POTENCIA REACTIVA","SGO"
124006,"13CTE    L  SAN  CORRIENTE","SGO"
124007,"13TEN    L  SAN  TENSION","SGO"
124008,"13PW      TR  01 POTENCIA ACTIVA","SGO"
124009,"13PQ      TR  01 POTENCIA REACTIVA","SGO"
124010,"13CTE     TR  01 CORRIENTE","SGO"
124012,"01PW      TR  01 POTENCIA ACTIVA","SGO"
124013,"01PQ      TR  01 POTENCIA REACTIVA","SGO"
124014,"01CTE     TR  01 CORRIENTE","SGO"
124015,"01TEN     TR  01 TENSION","SGO"
124016,"13PW      TR  02 POTENCIA ACTIVA","SGO"
124017,"13PQ      TR  02 POTENCIA REACTIVA","SGO"
124018,"13CTE     TR  02 CORRIENTE","SGO"
124020,"01PW      TR  02 POTENCIA ACTIVA","SGO"
124021,"01PQ      TR  02 POTENCIA REACTIVA","SGO"
124022,"01CTE     TR  02 CORRIENTE","SGO"
124023,"01TEN     TR  02 TENSION","SGO"
124024,"01CTE  DIST 8001 CORRIENTE","SGO"
124025,"01CTE  DIST 8002 CORRIENTE","SGO"
124026,"01CTE  DIST 8003 CORRIENTE","SGO"
124027,"01CTE  DIST 8004 CORRIENTE","SGO"
124028,"01CTE  DIST 8005 CORRIENTE","SGO"
124029,"01CTE  DIST 8006 CORRIENTE","SGO"
124030,"01CTE  DIST 8007 CORRIENTE","SGO"
124031,"01CTE  DIST 8008 CORRIENTE","SGO"
124032,"01CTE  DIST 8009 CORRIENTE","SGO"
124033,"01CTE DIST 8010  CORRIENTE","SGO"
124035,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SGO"
124036,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SGO"
124038,"13TEN     B   A  TENSION","SGO"
124039,"01TEN     B   A  TENSION","SGO"
124040,"01TEN     B   B  TENSION","SGO"
124041,"13TEN    L  LFA  TENSION","SGO"
124042,"13CTE    L  LFA  CORRIENTE","SGO"
124043,"13PW     L  LFA  POTENCIA ACTIVA","SGO"
124044,"13PQ     L  LFA  POTENCIA REACTIVA","SGO"
125000,"13CTE     TR  01 CORRIENTE","BAN"
125001,"13PW      TR  01 POTENCIA ACTIVA","BAN"
125002,"13PQ      TR  01 POTENCIA REACTIVA","BAN"
125003,"13TEN     TR  01 TENSION","BAN"
125005,"03CTE     TR  01 CORRIENTE","BAN"
125006,"03PW      TR  01 POTENCIA ACTIVA","BAN"
125007,"03PQ      TR  01 POTENCIA REACTIVA","BAN"
125008,"03TEN     TR  01 TENSION","BAN"
125009,"01CTE     TR  01 CORRIENTE","BAN"
125010,"01PW      TR  01 POTENCIA ACTIVA","BAN"
125011,"01PQ      TR  01 POTENCIA REACTIVA","BAN"
125012,"01TEN     TR  01 TENSION","BAN"
125013,"13CTE     TR  02 CORRIENTE","BAN"
125014,"13PW      TR  02 POTENCIA ACTIVA","BAN"
125015,"13PQ      TR  02 POTENCIA REACTIVA","BAN"
125017,"03CTE     TR  02 CORRIENTE","BAN"
125018,"03PW      TR  02 POTENCIA ACTIVA","BAN"
125019,"03PQ      TR  02 POTENCIA REACTIVA","BAN"
125020,"03TEN     TR  02 TENSION","BAN"
125021,"01CTE     TR  02 CORRIENTE","BAN"
125022,"01PW      TR  02 POTENCIA ACTIVA","BAN"
125023,"01PQ      TR  02 POTENCIA REACTIVA","BAN"
125024,"01TEN     TR  02 TENSION","BAN"
125025,"03CTE    ANATUYA CORRIENTE","BAN"
125026,"03CTE    4 BOCAS CORRIENTE","BAN"
125027,"03CTE     PINTOS CORRIENTE","BAN"
125028,"03CTE   SALIDA 4 CORRIENTE","BAN"
125029,"03CTE    AC  A B CORRIENTE","BAN"
125030,"01CTE  BAN.OESTE CORRIENTE","BAN"
125031,"01CTE   BAN.ESTE CORRIENTE","BAN"
125032,"01CTE     JURIES CORRIENTE","BAN"
125033,"01CTE   SALIDA 4 CORRIENTE","BAN"
125034,"01CTE    AC  A B CORRIENTE","BAN"
125035,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","BAN"
